word,lemma,freq
kicking,kick,10
burned,burn,10
lexa,lexa,10
ohio,ohio,10
meadows,meadow,10
porch,porch,10
risk,risk,10
elementary,elementary,10
racing,race,10
congo,congo,10
officer,officer,10
nickels,nickel,10
myth,myth,10
cheering,cheer,10
chimpanzees,chimpanzee,10
goodall,goodall,10
fuel,fuel,10
lamp,lamp,10
bullfrog,bullfrog,10
leprechauns,leprechaun,10
lucas,lucas,10
frost,frost,10
crossed,cross,10
barely,barely,10
valuable,valuable,10
jaguars,jaguar,10
score,score,10
parent,parent,10
acceptance,acceptance,10
disaster,disaster,10
cracks,crack,10
drives,drive,10
rains,rain,10
generally,generally,10
backwards,backwards,10
whites,white,10
fireflies,firefly,10
beam,beam,10
scooter,scooter,10
smelling,smell,10
roam,roam,10
views,view,10
choices,choice,10
cost,cost,10
unknown,unknown,10
scribble,scribble,10
throne,throne,10
gotten,get,10
roost,roost,10
reminded,remind,10
robert,robert,10
creation,creation,10
creeps,creep,10
phil,phil,10
backpack,backpack,10
lawn,lawn,10
sweat,sweat,10
abua,abua,10
greens,green,10
edition,edition,10
fort,fort,10
flesh,flesh,10
beaks,beak,10
skunks,skunk,10
waterproof,waterproof,10
property,property,10
anybody,anybody,10
aelli,aelli,10
solving,solve,10
leaps,leap,10
teasing,tease,10
cleans,clean,10
volunteers,volunteer,10
greater,great,10
beyond,beyond,10
maggie,maggie,10
celts,celt,10
boing,boe,10
salty,salty,10
failed,fail,10
tarantula,tarantula,10
freezes,freeze,10
yeti,yeti,10
cuddly,cuddly,10
newspapers,newspaper,10
protecting,protect,10
packs,pack,10
sins,sin,10
voyage,voyage,10
skating,skating,10
digs,dig,10
suppose,suppose,10
wag,wag,10
bent,bent,10
jokes,joke,10
ds,ds,10
chasing,chase,10
patches,patch,10
marmicet,marmicet,10
lifetime,lifetime,10
seats,seat,10
laying,lay,10
inky,inky,10
puppet,puppet,10
obviously,obviously,10
stinger,stinger,10
nut,nut,10
restaurants,restaurant,10
palms,palm,10
reasons,reason,10
adds,add,10
kindly,kindly,10
hotter,hotter,10
atoms,atom,10
asset,asset,10
deliver,deliver,10
dumb,dumb,10
nickname,nickname,10
crashed,crash,10
forming,form,10
squishy,squishy,10
thrive,thrive,10
clown,clown,10
blobs,blob,10
closes,close,10
victory,victory,10
accent,accent,10
tossed,toss,10
printed,print,10
afford,afford,10
oink,oink,10
fake,fake,10
comfort,comfort,10
sweets,sweet,10
market,market,10
attacks,attack,10
wreck,wreck,10
items,item,10
celtic,celtic,10
pod,pod,10
chart,chart,10
heal,heal,10
lifts,lift,10
jacket,jacket,10
apparently,apparently,10
shock,shock,10
enemy,enemy,10
pigeons,pigeon,10
jars,jar,10
anna,anna,10
possibly,possibly,10
eared,eare,10
maine,maine,9
harrison,harrison,9
towns,town,9
slimy,slimy,9
protons,proton,9
hammer,hammer,9
matches,match,9
checks,check,9
illegal,illegal,9
wedding,wedding,9
latino,latino,9
represent,represent,9
citizen,citizen,9
creep,creep,9
canaries,canary,9
cheek,cheek,9
beard,beard,9
praise,praise,9
location,location,9
engineers,engineer,9
statues,statue,9
steep,steep,9
sunset,sunset,9
tadpoles,tadpole,9
clearly,clearly,9
otto,otto,9
tomb,tomb,9
entrance,entrance,9
월,월,9
bands,band,9
sediment,sediment,9
trillion,trillion,9
georgia,georgia,9
bounced,bounce,9
trained,train,9
winnie,winnie,9
enters,enter,9
believes,believe,9
typically,typically,9
somehow,somehow,9
graduated,graduate,9
yelling,yell,9
squeezed,squeeze,9
stickers,sticker,9
jimmy,jimmy,9
complaints,complaint,9
sunglasses,sunglass,9
television,television,9
gigantic,gigantic,9
microplastics,microplastic,9
borrow,borrow,9
carving,carve,9
conversation,conversation,9
dump,dump,9
pollinate,pollinate,9
eve,eve,9
bully,bully,9
llama,llama,9
leafy,leafy,9
journal,journal,9
hoping,hope,9
seriously,seriously,9
katie,katie,9
exhale,exhale,9
british,british,9
humming,hum,9
minnesota,minnesota,9
organization,organization,9
piggy,piggy,9
draglings,dragling,9
ortego,ortego,9
inspiring,inspire,9
athlete,athlete,9
plains,plain,9
judy,judy,9
attend,attend,9
evolved,evolve,9
released,release,9
dwellers,dweller,9
nah,nah,9
bicycle,bicycle,9
quail,quail,9
phones,phone,9
michelle,michelle,9
groom,groom,9
nickel,nickel,9
remains,remain,9
shipwreck,shipwreck,9
improve,improve,9
honk,honk,9
dragonflies,dragonfly,9
carve,carve,9
krill,krill,9
wingspan,wingspan,9
swept,sweep,9
markers,marker,9
trains,train,9
zoomed,zoom,9
signal,signal,9
lunchtime,lunchtime,9
mist,mist,9
dries,dry,9
drawn,draw,9
raindrop,raindrop,9
rangers,ranger,9
destroy,destroy,9
dawdling,dawdling,9
neighborhoods,neighborhood,9
touching,touch,9
choosing,choose,9
cooling,cooling,9
moments,moment,9
buddy,buddy,9
peoples,people,9
abdomen,abdomen,9
siberian,siberian,9
charlie,charlie,9
hives,hive,9
crawling,crawl,9
customs,custom,9
lane,lane,9
illinois,illinois,9
telescope,telescope,9
ta,to,9
dull,dull,9
islands,islands,9
parker,parker,9
organism,organism,9
paw,paw,9
blessings,blessing,9
nudi,nudi,9
diagram,diagram,9
aquarium,aquarium,9
hopeful,hopeful,9
term,term,9
selected,select,9
holland,holland,9
ties,tie,9
picky,picky,9
geologists,geologist,9
thud,thud,9
wiggly,wiggly,9
ferry,ferry,9
earthworm,earthworm,9
speeding,speed,9
tortillas,tortillas,9
eel,eel,9
mindset,mindset,9
deck,deck,9
negative,negative,9
counts,count,9
chinchilla,chinchilla,9
upper,upper,9
tub,tub,9
frankenstein,frankenstein,9
oi,oi,9
solo,solo,9
interested,interested,9
manny,manny,9
deadly,deadly,9
flexible,flexible,9
battery,battery,9
shoots,shoot,9
collins,collins,9
dazzling,dazzle,9
dancers,dancer,9
surprising,surprising,9
inch,inch,9
builds,build,9
treasures,treasures,9
dusty,dusty,9
icky,icky,9
disease,disease,9
visitors,visitor,9
cure,cure,9
wiggles,wiggle,9
triangles,triangle,9
nudibranchs,nudibranchs,9
sheriff,sheriff,9
blade,blade,9
shim,shim,9
honeycomb,honeycomb,9
navy,navy,9
feeds,feed,9
source,source,9
noodles,noodle,9
connects,connect,9
levels,level,9
tidy,tidy,9
replace,replace,9
un,un,9
arfi,arfi,9
germ,germ,9
wisdom,wisdom,9
jersey,jersey,9
collected,collect,9
candidate,candidate,9
steal,steal,9
snaky,snaky,9
ninja,ninja,9
gnome,gnome,9
weapon,weapon,9
venom,venom,9
announced,announce,9
gaze,gaze,9
pulleys,pulley,9
wee,wee,9
host,host,9
labor,labor,9
column,column,9
blah,blah,9
platelets,platelet,9
sponge,sponge,9
gear,gear,9
practices,practice,9
japan,japan,9
floats,float,9
twelve,twelve,9
helicopter,helicopter,9
skate,skate,9
arrives,arrive,9
importance,importance,9
political,political,9
teamwork,teamwork,9
signals,signal,9
lori,lori,9
designs,design,9
twinkle,twinkle,9
inspire,inspire,9
dictionary,dictionary,9
firm,firm,9
beasts,beast,9
inner,inner,9
equally,equally,9
shops,shop,9
axis,axis,9
hippopotamus,hippopotamus,9
swimmer,swimmer,9
condition,condition,9
compared,compare,9
manta,manta,9
flop,flop,9
beings,being,9
enchanted,enchanted,9
jaw,jaw,9
leaped,leap,9
cliffs,cliff,9
zealand,zealand,9
lend,lend,9
fade,fade,9
date,date,9
stockings,stocking,9
collaboration,collaboration,9
paddles,paddle,9
supporters,supporter,9
spaghetti,spaghetti,9
disappears,disappear,9
que,que,9
storytelling,storytelling,9
fewer,few,9
nobel,nobel,9
slurp,slurp,9
colour,colour,9
remove,remove,9
jaden,jaden,9
flutter,flutter,9
tortilla,tortilla,9
values,value,9
freaks,freak,9
endangered,endanger,9
dogfish,dogfish,9
blippy,blippy,9
comma,comma,9
curls,curl,9
tease,tease,9
aldrin,aldrin,9
scored,score,9
generous,generous,9
poppy,poppy,9
electric,electric,9
chat,chat,9
rang,rang,9
wrestle,wrestle,9
zeke,zeke,9
critter,critter,9
quilts,quilt,9
bodega,bodega,9
wiggling,wiggle,9
bows,bow,9
model,model,9
tent,tent,9
ours,ours,9
slippers,slipper,9
hurtful,hurtful,9
palace,palace,9
delano,delano,9
modern,modern,9
mayo,mayo,9
rattlesnake,rattlesnake,9
grandchildren,grandchild,9
harmful,harmful,9
belle,belle,9
consider,consider,9
kicks,kick,9
price,price,9
chimpanzee,chimpanzee,9
doubt,doubt,9
weapons,weapon,9
cafeteria,cafeteria,9
heavier,heavy,9
poles,pole,9
tootses,tootse,9
opposite,opposite,9
flapping,flap,9
frightened,frightened,9
welcoming,welcome,9
absorb,absorb,9
texas,texas,9
projects,project,9
bravery,bravery,9
oyster,oyster,9
echoes,echo,9
earthlings,earthling,9
hers,her,9
auld,auld,9
kong,kong,9
jill,jill,9
wander,wander,9
recipe,recipe,9
chef,chef,9
hummingbird,hummingbird,9
fiber,fiber,9
sway,sway,9
splat,splat,9
fishy,fishy,9
ability,ability,8
necklace,necklace,8
pulley,pulley,8
brightly,brightly,8
bethlehem,bethlehem,8
davis,davis,8
sensitive,sensitive,8
tame,tame,8
puddle,puddle,8
mussels,mussel,8
printer,printer,8
approach,approach,8
efforts,effort,8
settled,settle,8
postal,postal,8
touches,touch,8
nucleus,nucleus,8
variety,variety,8
medals,medal,8
parties,party,8
pacific,pacific,8
indonesia,indonesia,8
jean,jean,8
urged,urge,8
ballard,ballard,8
pours,pour,8
hun,hun,8
artwork,artwork,8
hopping,hopping,8
ribbons,ribbon,8
smash,smash,8
clip,clip,8
heated,heat,8
candidates,candidate,8
toothbrush,toothbrush,8
aside,aside,8
cranky,cranky,8
voted,vote,8
equipment,equipment,8
melting,melt,8
struggling,struggle,8
cling,cle,8
replies,reply,8
owned,own,8
fame,fame,8
spiko,spiko,8
angler,angler,8
er,er,8
haul,haul,8
floated,float,8
pure,pure,8
obama,obama,8
compassion,compassion,8
galore,galore,8
expect,expect,8
image,image,8
shovel,shovel,8
rob,rob,8
recipes,recipe,8
sammy,sammy,8
rushed,rush,8
apex,apex,8
collecting,collect,8
ahhh,ahhh,8
astronomers,astronomer,8
muff,muff,8
squeezing,squeeze,8
watermelons,watermelon,8
geckos,geckos,8
oo,oo,8
complicated,complicated,8
sparkling,sparkle,8
rhyme,rhyme,8
christian,christian,8
traps,trap,8
decades,decade,8
anders,anders,8
helium,helium,8
goddess,goddess,8
performing,perform,8
creates,create,8
knocking,knock,8
sheds,shed,8
peter,peter,8
caused,cause,8
arts,art,8
wedges,wedge,8
lack,lack,8
swagger,swagger,8
total,total,8
complain,complain,8
kim,kim,8
systems,system,8
springtime,springtime,8
camels,camel,8
explorer,explorer,8
maxi,maxi,8
fir,fir,8
zip,zip,8
twin,twin,8
octavius,octavius,8
badly,badly,8
orbits,orbit,8
smoothly,smoothly,8
peg,peg,8
passenger,passenger,8
eee,eee,8
appreciation,appreciation,8
sale,sale,8
atlanta,atlanta,8
licorice,licorice,8
hurting,hurt,8
cinco,cinco,8
hired,hire,8
offering,offer,8
immigrants,immigrant,8
arizona,arizona,8
knocked,knock,8
quilt,quilt,8
ugh,ugh,8
fountain,fountain,8
rarely,rarely,8
belonged,belong,8
gandhi,gandhi,8
fringe,fringe,8
sunrise,sunrise,8
ceser,ceser,8
sideways,sideways,8
populations,population,8
quills,quill,8
snaps,snap,8
greeting,greet,8
knit,knit,8
springs,spring,8
mam,mam,8
techniques,technique,8
pow,pow,8
disagree,disagree,8
belief,belief,8
reader,reader,8
wealth,wealth,8
expand,expand,8
blind,blind,8
flashing,flash,8
goggles,goggle,8
cope,cope,8
hut,hut,8
termites,termite,8
customers,customer,8
shone,shine,8
politics,politic,8
credit,credit,8
seedlings,seedling,8
respond,respond,8
frequently,frequently,8
affected,affect,8
jungles,jungle,8
claire,claire,8
supported,support,8
quest,quest,8
emilia,emilia,8
kennedy,kennedy,8
dangers,danger,8
hibernating,hibernate,8
snip,snip,8
diet,diet,8
rubs,rub,8
grin,grin,8
licking,lick,8
struggled,struggle,8
chaos,chaos,8
worrying,worry,8
royal,royal,8
sparkly,sparkly,8
chris,chris,8
nursery,nursery,8
whom,whom,8
loop,loop,8
orders,order,8
secretary,secretary,8
mammoth,mammoth,8
dresses,dress,8
trace,trace,8
las,las,8
envelopes,envelope,8
swallowed,swallow,8
presidential,presidential,8
located,locate,8
anne,anne,8
cast,cast,8
seashells,seashell,8
contract,contract,8
yikes,yike,8
magazines,magazine,8
firefly,firefly,8
reporters,reporter,8
considered,consider,8
ages,age,8
general,general,8
address,address,8
buys,buy,8
gayle,gayle,8
slides,slide,8
giggle,giggle,8
marks,mark,8
literally,literally,8
protests,protest,8
mosquito,mosquito,8
classic,classic,8
forks,fork,8
nom,nom,8
introduced,introduce,8
walrus,walrus,8
pudding,pudding,8
divided,divide,8
limestone,limestone,8
ambulance,ambulance,8
pancakes,pancake,8
industry,industry,8
recently,recently,8
cane,cane,8
eggplant,eggplant,8
editor,editor,8
whistles,whistle,8
diving,diving,8
alcatraz,alcatraz,8
echolocation,echolocation,8
fossil,fossil,8
beast,beast,8
reuse,reuse,8
squeaks,squeak,8
charming,charming,8
mil,mil,8
canara,canara,8
naughty,naughty,8
merry,merry,8
stung,sting,8
theirs,theirs,8
wipe,wipe,8
managed,manage,8
grownup,grownup,8
elmo,elmo,8
narwhals,narwhal,8
unexpected,unexpected,8
wins,win,8
entering,enter,8
sheet,sheet,8
bills,bill,8
flush,flush,8
fried,fry,8
swoosh,swoosh,8
pirate,pirate,8
spiny,spiny,8
particle,particle,8
quan,quan,8
investment,investment,8
reveal,reveal,8
betsy,betsy,8
skates,skate,8
rests,rest,8
elsie,elsie,8
moisture,moisture,8
giggled,giggle,8
sentence,sentence,8
shades,shade,8
coolest,cool,8
vertebrae,vertebrae,8
gooey,gooey,8
preserved,preserve,8
grip,grip,8
detail,detail,8
tornado,tornado,8
upstairs,upstairs,8
hound,hound,8
lighting,lighting,8
steady,steady,8
muffins,muffin,8
reverend,reverend,8
cared,care,8
chin,chin,8
masters,master,8
solved,solve,8
greets,greet,8
fault,fault,8
munching,munching,8
ordinary,ordinary,8
dine,dine,8
stubborn,stubborn,8
snows,snow,8
rescued,rescue,8
donuts,donut,8
crossing,crossing,8
eiffel,eiffel,8
confusing,confusing,8
margot,margot,8
bakery,bakery,8
stuffy,stuffy,8
atolla,atolla,8
puff,puff,8
cart,cart,8
nicolasa,nicolasa,8
puffs,puffs,8
vice,vice,8
jones,jones,8
pottery,pottery,8
leaping,leap,8
bitter,bitter,8
buns,bun,8
kissed,kiss,8
toothpaste,toothpaste,8
clumsy,clumsy,8
sources,source,8
films,film,8
mid,mid,8
cap,cap,8
zoe,zoe,8
tumbling,tumble,8
seeking,seek,8
silently,silently,8
soda,soda,8
delicate,delicate,8
tan,tan,8
dim,dim,8
responsible,responsible,8
ml,ml,8
narrow,narrow,8
jay,jay,8
freed,free,8
basement,basement,8
handsome,handsome,8
allergic,allergic,8
molecules,molecule,8
wong,wong,8
biscuits,biscuit,8
luke,luke,8
pong,pong,8
marchers,marchers,8
records,record,8
steam,steam,8
huggy,huggy,8
accidentally,accidentally,8
fuchsia,fuchsia,8
olympics,olympics,8
todd,todd,8
twit,twit,8
macaroni,macaroni,8
plug,plug,8
drone,drone,8
flaps,flap,8
strike,strike,8
calculations,calculation,8
pennies,penny,8
prefer,prefer,8
wider,wide,8
woodchuck,woodchuck,8
amara,amara,8
pretended,pretend,8
stairs,stair,8
outs,out,8
pad,pad,8
designed,design,8
werewolf,werewolf,8
gradually,gradually,8
prayers,prayer,8
parakeets,parakeet,8
obstacles,obstacle,8
pineapple,pineapple,8
swap,swap,8
aldren,aldren,8
puffers,puffer,8
orca,orca,8
ion,ion,8
charles,charles,8
meters,meter,8
peacock,peacock,8
decides,decide,8
rod,rod,8
folded,fold,8
welded,weld,8
calves,calf,8
technical,technical,8
laundry,laundry,7
slope,slope,7
percy,percy,7
bouquet,bouquet,7
sickness,sickness,7
seventh,seventh,7
products,product,7
review,review,7
serrated,serrate,7
burp,burp,7
fluid,fluid,7
continents,continent,7
woodpecker,woodpecker,7
economics,economic,7
kidding,kid,7
maps,map,7
outfit,outfit,7
eyeballs,eyeball,7
dock,dock,7
slipped,slip,7
ra,ra,7
rocking,rock,7
wrinkled,wrinkle,7
speaker,speaker,7
whistle,whistle,7
woodlands,woodlands,7
speaks,speak,7
snapping,snap,7
grabbing,grab,7
timeline,timeline,7
shamrock,shamrock,7
halls,hall,7
wine,wine,7
tortuga,tortuga,7
pizzas,pizza,7
sixth,sixth,7
pretending,pretend,7
llo,llo,7
clues,clue,7
adapted,adapt,7
pygmy,pygmy,7
collective,collective,7
yellowstone,yellowstone,7
tires,tire,7
original,original,7
hopped,hop,7
dew,dew,7
nowhere,nowhere,7
kiwi,kiwi,7
grief,grief,7
toucan,toucan,7
app,app,7
starfish,starfish,7
shares,share,7
limbs,limb,7
mm,mm,7
joins,join,7
nighttime,nighttime,7
groovy,groovy,7
closing,close,7
upward,upward,7
cutter,cutter,7
clapped,clap,7
claim,claim,7
eeyore,eeyore,7
athletes,athlete,7
hunter,hunter,7
polka,polka,7
coin,coin,7
coil,coil,7
lively,lively,7
ropes,rope,7
sapphire,sapphire,7
strikes,strike,7
spices,spice,7
rebecca,rebecca,7
hurdle,hurdle,7
sweater,sweater,7
endless,endless,7
gymnastics,gymnastic,7
sidewalks,sidewalk,7
spun,spin,7
roast,roast,7
circled,circle,7
mound,mound,7
increase,increase,7
hayne,hayne,7
mane,mane,7
imagining,imagine,7
kicked,kick,7
hazel,hazel,7
amal,amal,7
crop,crop,7
dart,dart,7
waking,wake,7
wilson,wilson,7
poetry,poetry,7
shimmer,shimmer,7
expensive,expensive,7
anytime,anytime,7
muffin,muffin,7
cuckoo,cuckoo,7
hated,hate,7
nibbling,nibble,7
galaxy,galaxy,7
howling,howl,7
inclined,incline,7
braids,braid,7
bottles,bottle,7
buttons,button,7
keys,key,7
slowing,slow,7
pandey,pandey,7
adorable,adorable,7
friction,friction,7
superstars,superstar,7
smelled,smell,7
moore,moore,7
cranberries,cranberry,7
kansas,kansas,7
paying,pay,7
bowling,bowling,7
attracted,attract,7
plum,plum,7
bonus,bonus,7
jagged,jagged,7
flounder,flounder,7
en,en,7
chemical,chemical,7
lobster,lobster,7
inchworm,inchworm,7
starve,starve,7
titanic,titanic,7
jong,jong,7
fortune,fortune,7
skip,skip,7
librarian,librarian,7
scatter,scatter,7
requests,request,7
collar,collar,7
hunger,hunger,7
con,con,7
washes,wash,7
chill,chill,7
safari,safari,7
kilometers,kilometer,7
amina,amina,7
forehead,forehead,7
curry,curry,7
carpenter,carpenter,7
waggle,waggle,7
fights,fight,7
centimeters,centimeter,7
clownfish,clownfish,7
korea,korea,7
raspberry,raspberry,7
exhausted,exhaust,7
whipped,whip,7
experts,expert,7
bengal,bengal,7
carpet,carpet,7
effect,effect,7
onions,onion,7
lip,lip,7
controlled,control,7
angels,angel,7
th,th,7
daughters,daughter,7
nudibranch,nudibranch,7
mention,mention,7
launched,launch,7
sunscreen,sunscreen,7
ingredient,ingredient,7
bower,bower,7
concert,concert,7
nicola,nicola,7
personal,personal,7
marvelous,marvelous,7
specific,specific,7
savannah,savannah,7
beehive,beehive,7
strings,string,7
constrictor,constrictor,7
crib,crib,7
permission,permission,7
pace,pace,7
threads,thread,7
cleared,clear,7
locked,lock,7
extreme,extreme,7
stole,steal,7
snatches,snatch,7
emotion,emotion,7
zombie,zombie,7
stopping,stop,7
pluto,pluto,7
slid,slide,7
basic,basic,7
properly,properly,7
dollar,dollar,7
squirt,squirt,7
tobacco,tobacco,7
blessing,blessing,7
izzy,izzy,7
particularly,particularly,7
sneakers,sneaker,7
honked,honk,7
colossal,colossal,7
causing,cause,7
fishes,fish,7
involved,involve,7
punishment,punishment,7
billy,billy,7
bony,bony,7
exchange,exchange,7
ethan,ethan,7
forgets,forget,7
ladybird,ladybird,7
challenging,challenge,7
itch,itch,7
network,network,7
stations,station,7
email,email,7
technology,technology,7
shrink,shrink,7
turnips,turnip,7
beech,beech,7
panic,panic,7
rainforests,rainforest,7
chipmunks,chipmunk,7
aba,aba,7
rhythm,rhythm,7
weekend,weekend,7
priest,priest,7
se,se,7
intestine,intestine,7
granted,grant,7
situations,situation,7
longed,long,7
myths,myth,7
skinny,skinny,7
dia,dia,7
tool,tool,7
centuries,century,7
brooms,broom,7
powhatans,powhatan,7
dipped,dip,7
twists,twist,7
bella,bella,7
empire,empire,7
buying,buy,7
studio,studio,7
tissue,tissue,7
fists,fist,7
rotate,rotate,7
armed,armed,7
caption,caption,7
depending,depend,7
olds,old,7
digger,digger,7
sinking,sink,7
ting,ting,7
delivered,deliver,7
fireplace,fireplace,7
dribbling,dribble,7
gases,gas,7
clack,clack,7
prisoner,prisoner,7
dude,dude,7
orcas,orca,7
grooming,groom,7
vibrant,vibrant,7
surfboard,surfboard,7
meets,meet,7
viruses,virus,7
elections,election,7
structure,structure,7
mississippi,mississippi,7
sliding,slide,7
warned,warn,7
climates,climate,7
argue,argue,7
lb,lb,7
slower,slow,7
sandstone,sandstone,7
olympic,olympic,7
nasty,nasty,7
shovels,shovel,7
harmony,harmony,7
cash,cash,7
kites,kite,7
county,county,7
affect,affect,7
hy,hy,7
bomb,bomb,7
baths,bath,7
bible,bible,7
nailed,nail,7
explosion,explosion,7
swirls,swirl,7
cabin,cabin,7
prevent,prevent,7
jason,jason,7
hollowed,hollow,7
pressed,press,7
marshmallows,marshmallow,7
guns,gun,7
smartest,smart,7
cod,cod,7
comments,comment,7
margo,margo,7
freshly,freshly,7
sturdy,sturdy,7
shelly,shelly,7
reputation,reputation,7
veins,vein,7
pavlova,pavlova,7
manger,manger,7
hamburgers,hamburger,7
skeletal,skeletal,7
caldera,caldera,7
landscape,landscape,7
thirst,thirst,7
ski,ski,7
para,para,7
downward,downward,7
bartlett,bartlett,7
storing,store,7
garage,garage,7
incredibly,incredibly,7
warns,warn,7
stroke,stroke,7
bud,bud,7
accepted,accept,7
remained,remain,7
wig,wig,7
tend,tend,7
tricked,trick,7
stirring,stir,7
lime,lime,7
preserve,preserve,7
shyness,shyness,7
pioneers,pioneers,7
pear,pear,7
compost,compost,7
cucumbers,cucumber,7
adam,adam,7
tusks,tusk,7
kelsey,kelsey,7
scorpion,scorpion,7
kit,kit,7
grades,grade,7
tax,tax,7
wasps,wasp,7
loaded,load,7
flamenco,flamenco,7
shower,shower,7
ringing,ring,7
tone,tone,7
talks,talk,7
scotland,scotland,7
grape,grape,7
ruled,rule,7
huddle,huddle,7
demand,demand,7
es,es,7
arranged,arrange,7
snowshoe,snowshoe,7
behold,behold,7
helper,helper,7
shady,shady,7
judged,judge,7
motion,motion,7
jeep,jeep,7
rotates,rotate,7
fits,fit,7
gasped,gasp,7
item,item,7
builder,builder,7
hurrying,hurrying,7
slug,slug,7
disappearing,disappear,7
cleaner,clean,7
sailing,sailing,7
bathrooms,bathroom,7
kinder,kinder,7
gardeners,gardener,7
surfing,surf,7
delight,delight,7
spoons,spoon,7
settlement,settlement,7
crocodiles,crocodile,7
rattling,rattle,7
scurry,scurry,7
awards,awards,7
nashville,nashville,7
peacefully,peacefully,7
cucumber,cucumber,7
healed,heal,7
warmed,warm,7
hopes,hope,7
loads,load,7
acorn,acorn,7
woolly,woolly,7
baptist,baptist,7
cracked,crack,7
peep,peep,7
iguana,iguana,7
mermaid,mermaid,7
subject,subject,7
appreciated,appreciated,7
peeking,peek,7
admit,admit,7
fives,five,7
eighth,eighth,7
recognized,recognize,7
thunderstorm,thunderstorm,7
queens,queen,7
roofs,roof,7
experiments,experiment,7
suffered,suffer,7
temper,temper,7
corals,coral,7
cares,care,7
healing,healing,7
naps,nap,7
allergies,allergy,7
interview,interview,7
admired,admire,7
gigi,gigi,7
height,height,7
degree,degree,7
teased,tease,7
conductor,conductor,7
debris,debris,7
flavor,flavor,7
sran,sran,7
bursts,burst,7
marshmallow,marshmallow,7
peach,peach,7
twotone,twotone,7
relaxed,relaxed,7
appearance,appearance,7
martial,martial,7
squish,squish,7
constellations,constellation,7
mia,mia,7
crafts,craft,7
litter,litter,7
maryland,maryland,6
fixing,fix,6
saber,saber,6
declaration,declaration,6
dinghy,dinghy,6
turbo,turbo,6
rubbed,rub,6
goo,goo,6
terms,term,6
constitution,constitution,6
honored,honor,6
gosh,gosh,6
glee,glee,6
ofrenda,ofrenda,6
tennis,tennis,6
proved,prove,6
punk,punk,6
services,service,6
clearing,clearing,6
offices,office,6
nets,net,6
baskets,basket,6
articles,article,6
georgie,georgie,6
struck,strike,6
established,establish,6
pigeon,pigeon,6
richard,richard,6
telephone,telephone,6
swings,swing,6
stalk,stalk,6
malai,malai,6
meadow,meadow,6
version,version,6
swat,swat,6
wars,war,6
authors,author,6
sweeter,sweet,6
versus,versus,6
tasted,taste,6
relationship,relationship,6
strips,strip,6
mirrors,mirror,6
peaks,peak,6
murray,murray,6
julie,julie,6
toppings,topping,6
sometime,sometime,6
vinegar,vinegar,6
scrape,scrape,6
carter,carter,6
resist,resist,6
distant,distant,6
beams,beam,6
glove,glove,6
waterfalls,waterfall,6
clicking,clicking,6
thou,thou,6
farthest,farth,6
twirled,twirl,6
ellie,ellie,6
diseases,disease,6
gain,gain,6
scarecrow,scarecrow,6
improved,improve,6
ye,ye,6
polished,polished,6
fergal,fergal,6
expected,expect,6
followers,follower,6
badge,badge,6
bamboo,bamboo,6
loses,lose,6
runners,runner,6
apron,apron,6
talons,talon,6
twinkling,twinkle,6
champions,champion,6
thy,thy,6
runner,runner,6
ingredients,ingredient,6
boiling,boil,6
spelled,spell,6
retina,retina,6
vehicle,vehicle,6
greek,greek,6
gustav,gustav,6
skilled,skilled,6
cauliflower,cauliflower,6
photosynthesis,photosynthesis,6
german,german,6
hush,hush,6
tender,tender,6
roy,roy,6
mainly,mainly,6
shined,shine,6
aha,aha,6
bound,bind,6
peanuts,peanut,6
cobbler,cobbler,6
raising,raise,6
centipede,centipede,6
smarter,smart,6
tense,tense,6
astronomer,astronomer,6
mcdonald,mcdonald,6
jiggle,jiggle,6
hail,hail,6
uncles,uncle,6
singer,singer,6
experienced,experience,6
threatened,threaten,6
banned,ban,6
intestines,intestine,6
vessels,vessel,6
tubes,tube,6
route,route,6
slithers,slither,6
expeditions,expedition,6
misses,miss,6
celebrates,celebrate,6
cooperative,cooperative,6
stingers,stinger,6
bulb,bulb,6
holly,holly,6
patients,patient,6
guts,gut,6
reminder,reminder,6
flashes,flash,6
tumble,tumble,6
rumbling,rumble,6
boring,boring,6
contracts,contract,6
romans,romans,6
explode,explode,6
occurs,occur,6
favorites,favorite,6
pollinators,pollinator,6
outdoor,outdoor,6
te,te,6
chile,chile,6
sooner,soon,6
writes,write,6
dread,dread,6
belongs,belong,6
heats,heat,6
diary,diary,6
tibby,tibby,6
taper,taper,6
describe,describe,6
warriors,warrior,6
tot,tot,6
shamrocks,shamrock,6
caps,cap,6
zap,zap,6
toothy,toothy,6
instruments,instrument,6
rome,rome,6
primates,primate,6
sacrifice,sacrifice,6
launch,launch,6
campaign,campaign,6
disorder,disorder,6
courageous,courageous,6
drank,drink,6
dun,dun,6
clan,clan,6
ridiculous,ridiculous,6
tests,test,6
device,device,6
spectacular,spectacular,6
tentacle,tentacle,6
threats,threat,6
bombed,bomb,6
inspiration,inspiration,6
clinton,clinton,6
ashore,ashore,6
mop,mop,6
unusual,unusual,6
organize,organize,6
co,co,6
familiar,familiar,6
sniffs,sniff,6
milky,milky,6
recorded,record,6
digest,digest,6
participate,participate,6
rotten,rotten,6
rebuild,rebuild,6
nida,nida,6
ignore,ignore,6
colugo,colugo,6
woohoo,woohoo,6
creek,creek,6
access,access,6
mushy,mushy,6
shopping,shop,6
poked,poke,6
obey,obey,6
lyrics,lyric,6
